MLS Number,Last Change Timestamp,Type,Status,List Price,Street #,Street Dir,Street Name,Street Type,Unit #,Building #,City,State,Zip Code,County,Parcel Number,Locale,Complex Name,Incorporated,Total Baths,Total Bedrooms,Bathrooms Total Basement,Bathrooms Total Lower,Bathrooms Total Main,Bathrooms Total Upper,Bedrooms Total Basement,Bedrooms Total Lower,Bedrooms Total Main,Bedrooms Total Upper,SqFt Above,SqFt Finished,SqFt Total,Date Measured,Measurement Source,PSF Total,PSF Finished,PSF Above Grade,Garage Spaces Count,Total Parking Spaces,Total Garage Spaces,Total Carport Spaces,Total Offstreet Spaces,Total Reserved Spaces,Total RV Spaces,Parking Features,Property Information,Construction Details,Interior Features,Smart Home Features,Laundry,Flooring,Appliances,# Fireplaces,Fireplace Types,Fireplace Locations,Heating Type,Fuel Type,Cooling,Other HVAC,Exterior Features,Public Remarks,Broker Remarks,Basement Size,Basement % Finished,Basement Finished,SqFt Basement,Basement Type,Subfloor / Foundation Type,SqFt Lower,SqFt Main,SqFt Upper,SqFt Other Finished,Other Finished Description,Style,Exterior Materials,Construction,Architecture,Roofing Material,Builder Name,Model,Year Built,End Unit,# of Stories in this Unit,Unit Floor Level,Unit Count,Style Characteristics,Elementary School,Middle School,High School,School District,School Of Choice,HOA Y/N,Multiple HOAs,Master HOA,Master HOA Fee,Master HOA Fee Quoted,Master HOA Phone #,Master HOA Website,Master HOA Type,2nd HOA,2nd HOA Fee,2nd HOA Fee Quoted,2nd HOA Phone #,2nd HOA Website,2nd HOA Type,3rd HOA,3rd HOA Fee,3rd HOA Fee Quoted,3rd HOA Phone #,3rd HOA Website,3rd HOA Type,HOA Includes,Restrictions & Covenants,Site Description,Site Type,Site Topography,Front Faces,Views,Water/Mineral Rights,Primary Access,Accessed By,Horse Property,Livestock (Other Animals Allowed),Horse Property Features,Outdoor Arena SqFt (Horse),Paddocks SqFt (Horse),Outbuildings Available,# of Additional Structures,Zoning,Lot Size Acres,Lot Size SqFt,Water Source,Well Type,Well Depth,Permitted Well Uses,Sewer,Financial Terms,Earnest Check To,Minimum Earnest Amount,Title Company,Possession,Exclusions,Submitted Prospect,Buyer Agency Compensation,Transaction Broker Compensation,Variable Commission,Limited Service,Listing Contract Type,Other Listing Contract Type,Taxes,Tax Year,Senior Tax Exemption,Directions,DOM,CDOM,List Date,Original List Price,Listing Agent Name,Listing Agent ID,Listing Agent Direct Work Phone,Listing Agent Email,Listing Office Name,Listing Office ID,Listing Office Phone,Showing Phone,Showing Email,Showing Notes,Status Contractual Search Date,Under Contract Date,Sold Date,Sold Price,Appraised Value,Concession Amount,Concessions,Sold Term,Broker Buyer Paid By,Seller Type,Selling Agent Name,Selling Agent ID,Selling Office Name,Selling Office ID,Co Selling Agent Direct Work Phone,Co Selling Agent Email,Co Selling Agent ID,Co Selling Agent Name,Co Selling Office ID,Co Selling Office Name,Co Selling Office Phone,Virtual Tour URL Unbranded,Latitude,Longitude,Walk Score,HERS Rating Year Certified,Home Energy Score,HERS Score,Energy Star Qualified Home Year Certified ,LEED Year Certified,LEED Level,NAHB/ICC-700 Year Certified,NAHB/ICC-700 Level,Solar PV Year Installed,Solar PV Kilowatts,Solar Thermal Year Installed,Solar Thermal Type,Green Other Certifications,Energy Green Features Addendum Uploaded,Distance To Bus,Distance To Light Rail,Distance To Other Transit,Public Transit Distance Type,HOA Transfer Amount,HOA Transfer Based On,Acres Crop,Acres Cultivate,Acres Irrigated,Acres Leased,Acres Pasture,Irrigation Type,Possible Use,Other Available Utilities,Fence,Survey,Features 
8908357,12/12/2016 13:41,Rental,Leased,2000,9216,,Vrain,Court,,,Westminster,CO,80031,Adams,,,,,2,3,0,0,2,0,1,0,2,0,,,1400,,,1.29,,,,2,2,0,0,0,0,,,,"Master Bath, Master Suite",,,"Carpet, Tile Floor","Dishwasher, Disposal, Dryer, Microwave Oven, Refrigerator (Kitchen), Stove/Range/Oven, Washer",,,,,,,,,"Lovely 3 bedroom plus 2 bath home for rent. Main floor Master! 2 car garage and large unfinished basement with garden level windows. Lots of room and open floor plan. Don't worry about the yard or snow removal, HOA does that work. Close to parks, shopping and easy access to I-36 to Denver or Boulder. This place is very clean. No smokers and no pets. Available Now $2,000/month plus security deposit of $2,020","Olde Towne Golden Realty, LLC 908 Washington Ave Golden CO 80401 303-278-2400",,,,,,,,,,,,Ranch/1 Story,,,,,,,,,,,,,Mesa,Shaw Heights,Westminster,Westminster Public Schools,,,,,,,,,,,,,,,,,,,,,,,No Animals,,,,,,,,,,,,,,,,,,,,,,,,,"Olde Towne Golden Realty, LLC",,,,,,,$100.00 ,,,,,,,,Sheridan to 92nd go east to 1st left after lights and turn first right to Vrain,45,45,10/28/2016 0:00,2000,Jessica Noonan,7434,303-278-2400,jesnoon@yahoo.com,OLDE TOWNE GOLDEN REALTY LLC,OLDE1,303-278-2400,720-394-3480,,Call Jessica for any showing information,12/12/2016 0:00,,,,,0,,,,,,,,,,,,,,,,,39.863073,-105.045082,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9168425,2/4/2016 19:23,Rental,Leased,1795,2013,W,67th,Place,,,Denver,CO,80221,Adams,,Midtown at Clear Creek,Midtown at Clear Creek,,3,2,0,0,1,2,0,0,0,2,1518,1518,1518,,,,,,,2,2,0,0,0,0,,Agent Owner,,"Double Pane Windows, Eating Space / Kitchen, Internet Access (Wired), Kitchen Island, Master Bath, Open Floor Plan, Pet Free, Walk-in Closets, Window Coverings",,W/D Hookups in Unit,"Carpet, Vinyl/Linoleum","Dishwasher, Disposal, Microwave Oven, Refrigerator (Kitchen), Self-Cleaning Oven, Smoke Alarm",2,,,Forced Air,Gas,Air Conditioning-Central,,,"Brand new townhouse in Midtown (67th and Pecos). Open floor plan with a huge kitchen, granite counters, stainless appliances, gas stove. Large living area with 40"" electric fireplace, mountain views. There are 2 master suites with private baths, walk-in closets. Larger bedroom also has a sitting area and a fireplace. Upstairs laundry hook-ups. 2 car alley load garage. Midtown is less than 15 minutes from LoDo. Across the new Pecos Street Bridge from the Highlands and Berkeley neighborhoods with easy access to Boulder on I-36, the mountains on I-70, and anywhere else in Denver on I-25. And, soon, two nearby commuter rail stops will make getting around even easier. Open house on Saturday, January 30th from 2:00 - 3:00 PM.",,None,,,,,,,,,,,2 Story,,,Contemporary,,,,2015,,2,,,,Valley View K-8,Valley View K-8,Global Lead. Acad. K-12,Mapleton R-1,,,,,,,,,,,,,,,,,,,,,,,,,,,West,Mountain View,,,,,,,,,,,,,,Public,,,,,,Wendy Atkinson,,,,,,,$250 ,,,,,,,,"From Pecos and 67th Ave, go west on 67th. Turn right/north on Larsh. Take the 1st left on 67th Place. The road curves around to the north. Park before you get to the fire hydrant across from the Century Communities sales office. 2013 is the 3rd unit from the south end of the building.",20,20,1/15/2016 0:00,1850,Wendy Atkinson,18216,303-465-4798,wendy@wendyatkinson.com,Innovative Real Estate,IRE01,303-289-7009,303-465-4798,wendy@wendyatkinson.com,Contact agent/owner for a showing. No lockbox.,2/4/2016 0:00,,,,,0,None,,,,Wendy Atkinson,18216,Innovative Real Estate,IRE01,,,,,,,,,39.819442,-105.011315,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190884,1/5/2017 9:04,Rental,Leased,1775,9187,,Dover,Street,,,Westminster,CO,80021,Jefferson,103533,,,,2,3,0,1,1,0,0,0,3,0,,,1568,,,1.13,,,,2,2,0,0,0,0,,,,,,W/D Hookups in Unit,,"Dishwasher, Disposal, Refrigerator (Kitchen), Smoke Alarm, Stove/Range/Oven",,,,Forced Air,Gas,,,"Deck, Fence, Garden Area, Sprinkler System, Utility Shed, Yard","3 bedrooms plus additional room that can be used as an office. Large wrap-around deck with French doors off master bedroom and dining room, fenced yard, shed, storage, garden and flower areas, sprinklers. Attached 2-car garage, wood burning fireplace, washer/dryer connections. skylights, ceiling fan, granite counter tops, large closets. Stainless steel appliances - refrigerator, gas stove/electric oven, dishwasher.",Listing agent 303-646-7142 to show property.,,,,,,,,,,,,Multi-Level,,,,,,,1973,,,,,,Lukas,Wayne Carle,Standley Lake,Jefferson R-1,,,,,,,,,,,,,,,,,,,,,,,Dogs OK,Corner Lot,,,,,,,,,,,,,,,,,,,,,,,,Brickstone Properties LLC,,,,,,,$100 ,,,,,,,,,21,21,12/15/2016 0:00,1775,Donald Stone,33093N,303-646-7142,Brickstone.Don@gmail.com,BRICKSTONE PROPERTIES LLC,BP001,303-619-2113,303-646-7142,Brickstone.Don@gmail.com,,1/4/2017 0:00,,,,,0,None,,Other,,,,,,,,,,,,,,39.863192,-105.094568,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6022505,1/31/2017 16:42,Rental,Leased,1695,9427,W,89th,Circle,,,Westminster,CO,80021,Jefferson,171073,,Stanley Lake Condos,,2,3,0,0,2,0,0,0,3,0,1199,1199,1199,,,1.41,1.41,1.41,,1,1,0,0,0,0,,,,"Cable Available, Double Pane Windows, Kitchen Island, Master Bath, No Stairs, Open Floor Plan, Remodeled, Updated, Walk-in Closets",,Washer/Dryer Included,"Carpet, Laminate","Dishwasher, Disposal, Dryer, Microwave Oven, Refrigerator (Kitchen), Self-Cleaning Oven, Washer",1,,,Forced Air,Gas,"Air Conditioning-Central, Ceiling Fan",,Covered Patio,This is a wonderful first floor 3 bedroom 2 bath condo. We just completed the kitchen and bathroom remodel. All new kitchen appliances with granite counters and new white shaker cabinets. Freshly painted and ready for a new tenant. Gas fireplace to keep warm on the snowy Colorado nights. Washer and dryer included along with detached one car garage.,Easy to Show.  Baths and Kitchen just remodeled.,None,,,,,,,1199,,,,Condominium,,,5+ Plex (1 unit),,,,1983,FALSE,1,,,Low Rise (1-3),Weber,Moore,Pomona,Jefferson R-1,,,,,,,,,,,,,,,,,,,,,,,"Cats OK, Dogs OK",Cul-de-Sac,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,Modglin Real Estate Group,,,,,,,$250.00 ,,,,,,,,On the corner of W 88th and Independence.,99,99,10/24/2016 0:00,1995,Jay Modglin,12712N,303-952-5059,jay@modglinre.com,MODGLIN REAL ESTATE GROUP,M1657,303-952-5059,3034722150,jay@jaymodglin.com,Vacant Easy to Show,1/31/2017 0:00,,,,,0,,,Owner,,Jay Modglin,12712N,MODGLIN REAL ESTATE GROUP,M1657,,,,,,,,,39.857082,-105.101812,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6198776,9/22/2016 13:21,Rental,Leased,1650,7079,,Estes,Drive,Lower Level,,Arvada,CO,80004,Jefferson,39-031-02-006,,Lower Level SIngle Family Home,,2,3,0,2,0,0,0,3,0,0,,2328,2400,,,0.69,0.71,,,2,0,0,2,0,0,,Agent Owner,,Cable Available,,Shared Laundry in Building,"Carpet, Tile Floor","Cook Top, Dishwasher, Disposal",1,,,Hot Water,Gas,Air Conditioning-Central,,,Broker Owned Walk-out Level Available - Adjacent to Majestic View Park - Arvada,$350 Rental referral fee to Broker,Full,97,,,Walk-Out,,2400,,,,,Raised Ranch,,,Contemporary,,,,1980,,1,,,,,,,Jefferson R-1,,,,,,,,,,,,,,,,,,,,,,,,Adjacent to Park,,,South,,,,,FALSE,FALSE,,,,,,,,,,,,,,,Landlord,,,,,,,20%,,,,,,,,,29,29,8/24/2016 0:00,1750,David Talley,9956,720-974-5900,dave@mbpros.net,MB Talley & Associates,M2864,720-974-5900,303-908-4725,dave@mbpros.net,,9/22/2016 0:00,,,,,50,,,,,,,,,,,,,,,,,39.825715,-105.094851,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6661025,8/16/2016 11:39,Rental,Leased,1595,12223,,Bannock,Circle,D,,Westminster,CO,80234,Adams,R0117584,,Meadows At Front Range,,3,2,0,0,1,2,0,0,0,2,1242,1242,1242,,,1.28,1.28,1.28,,1,1,0,0,0,0,,,,"Cable Available, Double Pane Windows, Eating Space / Kitchen, Vaulted, Window Coverings",,Washer/Dryer Included,"Carpet, Laminate","Dishwasher, Disposal, Dryer, Refrigerator (Kitchen), Stove/Range/Oven, Washer",,,,Forced Air,Gas,Air Conditioning-Central,,"Deck, Front Porch, Maintenance Free Exterior","Very well cared for  2 bedroom 2 1/2 bath corner unit Townhome, with detached one car garage.  Washer and dryer hook ups in the basement.  Laminate wood floors on main level.  Enjoy the ambiance of the fireplace in the living room.  There is also a very nice deck area between the townhome  and garage.  The unit also has air conditioning.","No Pets Allowed. Please review rental Criteria before showing your rental client. Rental Criteria Link: http://modglinre.com/application-criteria NO PETS!!! $42 Per Applicant. Anyone over 18 years old needs to apply. To apply online visit: https://app.propertyware.com/pw/portals/modglinrealestategroup/tenantApplication.action Please review rental criterial before viewing the property and applying. http://modglinre.com/application-criteria/ Deposit: 1 Month's Rent Renter's Insurance Required $300,000 Minimum Liability Coverage",,,FALSE,,Cellar,,,,,,,Townhouse,,,Quadplex (1 unit),,,,1999,TRUE,3,,,Side-by-Side,Arapahoe Ridge,Silver Hills,Mountain Range,Adams 12 5 Star Schl,,,,,,,,,,,,,,,,,,,,,,,No Animals,,,,,,,,,,,,,,,,,,,,,,,,,Modglin Real Estate Group,,,,Tenants personal Items,,,$250 ,,,,,,,,,39,39,7/8/2016 0:00,1595,Jay Modglin,12712N,303-952-5059,jay@modglinre.com,MODGLIN REAL ESTATE GROUP,M1657,303-952-5059,303-472-2150,jay@jaymodglin.com,Please schedule all showings with leasing agent,8/15/2016 0:00,,,,,0,None,,Owner,,,,,,,,,,,,,,39.917227,-104.990718,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5042001,2/22/2017 13:24,Rental,Leased,1595,3023,W,107th,Place,E,,Westminster,CO,80031,Adams,,,Autumn Chase,,3,2,0,0,1,2,0,0,0,2,1088,1088,1088,,,1.47,1.47,1.47,,2,0,0,0,2,0,,,,"Cable Available, Double Pane Windows, Eating Space / Kitchen, Master Bath, Master Suite, Pool, Indoor, Smoke Free",,Washer/Dryer Included,"Carpet, Laminate","Dishwasher, Disposal, Dryer, Microwave Oven, Refrigerator (Kitchen), Stove/Range/Oven, Washer",,,,Forced Air,Gas,Air Conditioning-Central,,Deck,Terrific Townhome located in Westminster.  Easy access to I-25 or I-36.  Lives like a double master with each bedroom having their own attached baths.  Backs to open space.  Property comes with washer and dryer.  Two reserved parking spaces.,"Tenant occupied.  Please allow 24 hour notice for showings.  Property is available for lease January 20, 2017",None,,,,,,,,,,,Townhouse,,,Traditional,,,,1997,FALSE,2,,,Side-by-Side,Cotton Creek,Silver Hills,Northglenn,Adams 12 5 Star Schl,,,,,,,,,,,,,,,,,,,,,,,"Cats OK, Dogs OK",Adjacent to Open Space,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,Modglin Real Estate Group,,,,Tenants personal items,,,$250 ,,,,,,,,,72,72,12/12/2016 0:00,1595,Jay Modglin,12712N,303-952-5059,jay@modglinre.com,MODGLIN REAL ESTATE GROUP,M1657,303-952-5059,303-472-2150,jay@jaymodglin.com,Please allow 24 hour notice for showings.,2/18/2017 0:00,,,,,0,None,,Owner,,,,,,,,,,,,,,39.891097,-105.026645,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4348916,4/10/2016 8:08,Rental,Leased,1550,11041,,Huron,Street,705,,Northglenn,CO,80234,Adams,R0108990,The Pinnacle,,,2,2,0,0,2,0,0,0,2,0,1537,1537,1537,,,,,,,1,1,0,0,0,0,,,,"Cable Available, Double Pane Windows, Eating Space / Kitchen, Master Bath, Open Floor Plan, Smoke Free, Vaulted",,Washer/Dryer Included,"Carpet, Vinyl/Linoleum, Wood Floors","Dishwasher, Disposal, Dryer, Microwave Oven, Refrigerator (Kitchen), Smoke Alarm, Stove/Range/Oven, Washer",,,,Forced Air,Gas,"Air Conditioning-Central, Ceiling Fan",,Balcony,Great 2 bedroom 2 bath condo with Loft.  Hardwood floors and washer/dry included.  Attached garage.,Vacant and easy to show.  Ready to move in.,None,,,,,,,,,,,Condominium,,,A-Frame,,,,1996,TRUE,2,2,,Low Rise (1-3),Westview,Silver Hills,Northglenn,Adams 12 5 Star Schl,,,,,,,,,,,,,,,,,,,,,,,"Cats OK, Dogs OK",,,,North,,,,,FALSE,,,,,,,,,,Public,,,,Public,,Modglin Real Estate Group,,,,,,,$250.00 ,,,,,,,,,47,47,2/23/2016 0:00,1695,Jay Modglin,12712N,303-952-5059,jay@modglinre.com,MODGLIN REAL ESTATE GROUP,M1657,303-952-5059,303-573-7469,,Vacant easy to show.  Ready to move in.,4/2/2016 0:00,,,,,0,None,,,,,,,,,,,,,,,,39.897459,-104.997561,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4581175,2/2/2017 10:23,Rental,Leased,2150,12765,,Elm,Lane,,,Broomfield,CO,80020,Broomfield,,,Willow Run,,3,3,0,0,1,2,0,0,0,3,1677,2204,2204,,,0.57,0.57,0.75,,2,2,0,0,0,0,,,,"Cable Available, Double Pane Windows, Five Piece Bath, Master Bath, Master Suite, Open Floor Plan, Vaulted, Walk-in Closets",,Washer/Dryer Included,"Carpet, Wood Floors","Cook Top, Dishwasher, Disposal, Dryer, Microwave Oven, Refrigerator (Kitchen), Self-Cleaning Oven, Smoke Alarm, Washer",2,,,Forced Air,Gas,Air Conditioning-Central,,"Dog Run, Fence, Gas Grill, Patio, Professional Landscaping, Utility Shed, Yard","Slab Granite Countertops in Kitchen and SS appliances**Patio with Fire Pit**Finished Basement provides Flex Space for Playroom for Kids and Adults**Lots of Custom touches:  Professional Landscaping, French Doors, Remote Controlled Awning, NEST Thermostat Control, Storage Shed in Yard, Dimmer and Sensors on many of the light switches.   All this makes this a perfect home for Entertaining!",,Partial,40,TRUE,,,,,839,838,,,2 Story,,,Traditional,,,,1995,,,,,,Mountain View,Westlake,Legacy,Adams 12 5 Star Schl,,,,,,,,,,,,,,,,,,,,,,,Dogs OK,,,,,,,,,FALSE,,,,,,,,,,,,,,,,PRE Property Management LLC,,,,,,,$200 ,,,,,,,,I-25 to 120th St.  West to Huron. R (north) to 128th. Left (west) to Willow Run Pkwy.  First R onto Fernwood.  Left on Elm.  House on Right.,66,66,11/28/2016 0:00,2300,Don Bobeda,327895,303-688-6644,bobedateam@bhhspre.com,Berkshire Hathaway Preferred Real Estate,BHPRE,303-688-6644,303-688-6644,mgr@premgt.com,,1/10/2017 0:00,,,,,0,,,,,,,,,,,,,,,,,39.927403,-105.024784,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7872438,4/27/2016 19:15,Rental,Leased,1200,7387,,Lowell,Boulevard,A,,Westminster,CO,80030,Adams,R0164969,,,,2,3,0,0,1,1,0,0,1,2,,1412,1412,,,0.85,0.85,,,1,1,0,0,0,0,,,,"Cable Available, Handicap Accessible, Internet Access (Wired), Master Bath, Smoke Free, Updated, Window Coverings",,Washer/Dryer Included,"Carpet, Vinyl/Linoleum","Dishwasher, Disposal, Dryer, Refrigerator (Kitchen), Smoke Alarm, Stove/Range/Oven, Washer",,,,Forced Air,"Electric, Gas",Air Conditioning-Central,,"Maintenance Free Exterior, Professional Landscaping, Sprinkler System",Great townhome for cheap!  Available May 5.,,None,,,,,,,,,,,Townhouse,,,Traditional,,,,2005,TRUE,2,,,Side-by-Side,Westminster,Shaw Heights,Westminster,Westminster Public Schools,,,,,,,,,,,,,,,,,,,,,,,"Cats OK, Dogs OK",Near Public Transit,,,East,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1 ,,,,,,,,,4,4,4/23/2016 0:00,1200,Charity Timmens,04203P,303-517-9897,cdtimmens@kw.com,KELLER WILLIAMS AVENUES REALTY,KWAVE,720-484-8600,303-517-9897,,24 hour notice to show to get in touch with tenants,4/26/2016 0:00,,,,,0,,,Owner,,Charity Timmens,04203p,KELLER WILLIAMS AVENUES REALTY,KWAVE,,,,,,,,,39.830695,-105.034622,72,,,,,,,,,,,,,,,,,,Blocks,,,,,,,,,,,,,
3056081,3/3/2016 16:08,Rental,Leased,1095,8695,,Yukon,Street,O,,Arvada,CO,80005,Jefferson,173119,Mountain Vista,,,1,2,0,0,1,0,0,0,2,0,1011,1011,1011,,,,,,,1,0,0,0,1,0,,,,Cable Available,,Washer/Dryer Included,"Carpet, Tile Floor","Dishwasher, Disposal, Dryer, Refrigerator (Kitchen), Self-Cleaning Oven, Smoke Alarm, Washer",1,,,Forced Air,Gas,Air Conditioning-Central,,Balcony,"Double pane windows, wood burning fireplace in Living Room, stackable washer & dryer, open parking must use permit tag, near strip mall, bike trail, 2nd floor balcony, pool, tennis court, and club house",call our office to set up a time that we can show it.,None,0,FALSE,0,,,0,1011,0,,,,,,,,,,1983,,,,,,Weber,Moore,Pomona,Jefferson R-1,,,,,,,,,,,,,,,,,,,,,,,Dogs OK,,,,,,,,,,,,,,,,,,,,,,,Public,,Jericho Properties Realty,,,,,,,25%,,,,,,,,,9,9,2/23/2016 0:00,1095,Rocky Germano,936605,303-902-1202,RockGermano@Gmail.com,JERICHO PROPERTIES,1247,303-234-0546,303-234-0546,,Call the office for more information and we will show the property.,3/3/2016 0:00,,,,,0,,,,,,,,,,,,,,,,,39.853255,-105.082934,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8902498,10/10/2016 9:00,Rental,Leased,950,10211,,Ura,Lane,205,,Thornton,CO,80260,Adams,,,ViewPoint Bravado Condominiums,,1,1,0,0,1,0,0,0,1,0,,744,744,,,1.28,1.28,,,1,0,0,0,1,0,,Agent Owner,,"Open Floor Plan, Remodeled, Smoke Free",,"Shared Laundry in Building, Coin-operated","Carpet, Vinyl/Linoleum","Dishwasher, Disposal, Refrigerator (Kitchen), Self-Cleaning Oven, Smoke Alarm",,,,Forced Air,,Air Conditioning-Central,,"Balcony, Deck, Playground Area, Satellite Dish","Newly Remodeled Large 1 Bedroom 1 Bathroom at Viewpoint Bravado. New Carpet, New Paint, New Appliances.","Please set up listing through CSS online link in Matrix.  Photos are of property before remodel.  Now has new carpet, paint, appliances",,,,,,,,744,,,,Ranch/1 Story,,,,,,,1973,,1,2,,Low Rise (1-3),Hillcrest,Silver Hills,Northglenn,Adams 12 5 Star Schl,,,,,,,,,,,,,,,,,,,,,,,No Animals,,,,,Mountain View,,,,,,,,,,,,,,,,,,,,CS Properties Limited,,,,,,,$200 ,,,,,,,,,57,57,8/14/2016 0:00,950,Cynthia Stearns,323135,303-931-4332,cynthia@copp1.com,Cherry Creek Realty,CCR10,303-931-4332,303-931-4332,cynthia@copp1.com,Best way to set up showings is through CSS Online Link in Matrix.  2nd best way is to text your information to 303-931-4332. Please try to give 2 hours advance notice.,10/7/2016 0:00,,,,,0,,,,,,,,,,,,,,,,,39.882081,-105.013372,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3381173,12/11/2016 15:12,Rental,Leased,700,5731,,W 92nd,Avenue,107,,Westminster,CO,80031,Jefferson,,,Madison Hill,,1,1,0,1,0,0,0,1,0,0,1600,1600,1600,,,0.44,0.44,0.44,,2,0,0,0,2,0,,Agent Owner,,"Double Pane Windows, Eating Space / Kitchen, Fully Furnished, Internet Access (Wired), Pet Free, Remodeled, Smoke Free, Updated, Walk-in Closets",,"Washer/Dryer Included, W/D Hookups in Unit","Carpet, Laminate","Central Vacuum, Dishwasher, Disposal, Dryer, Microwave Oven, Refrigerator (Kitchen), Refrigerator (Other), Smoke Alarm, Stove/Range/Oven, Washer",,,,Forced Air,Gas,"Air Conditioning-Central, Ceiling Fan",,"Deck, Fence","Renting by the Room. Other 3 bedrooms have tenants. Common areas are shared. Rent is negotiable. Located in great area of Westminster, convenient transportation. Flexible month-to-month lease. There are two bathrooms in the townhouse and two fridges. Living room and kitchen are furnished. High-speed internet and a Smart TV (w/ built-in Netflix app, etc.) is provided by owner. Rent of $700 rent includes all utilities. Off-street parking spots within Townhouse complex. No pets, no smoking, no drugs allowed. Updated 4BR in this bi-level townhome with newer furnace and A/C, newer windows, newer deck, newer security screen door and newer front door. Enjoy your new flooring including new carpet and new wood-like laminate throughout most of the home. The sunny, eat-in kitchen has a new disposal and all appliances stay. Walk out onto your private deck for al fresco dining!",Need 48 hour advanced notice for showings. I will provide provide access. Property currently has 3 other tenants.,None,,,,,,800,,800,,,Townhouse,,,5+ Plex (1 unit),,,,1974,FALSE,2,,,Side-by-Side,Adams,Mandalay,Standley Lake,Jefferson R-1,,,,,,,,,,,,,,,,,,,,,,,No Animals,"Adjacent to Greenbelt, Near Public Transit",,,South,,,,,FALSE,FALSE,,,,,,,,,,,,,,,Landlord,,,,,,,50%,,,,,,,,"From 92nd Ave and Sheridan Blvd. West on 92nd Ave, first Right (North) on 5800 W, Right at stop sign and follow back to Unit #107. Multiple guest parking spots available. Or, reserved parking spaces #107 and #107 in back on north side of building and walk around building to lockbox on front door.",4,4,12/7/2016 0:00,700,Obiefule Ezeadi,55040516,609-903-9363,oezeadi@gmail.com,Brokers Guild Classic,BG003,303-752-0007,6099039363,oezeadi@gmail.com,Call Landlord to set up showing.,12/11/2016 0:00,,,,,0,None,,Other,,Obiefule Ezeadi,55040516,Brokers Guild Classic,BG003,,,,,,,,,39.865717,-105.059098,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
