MLS Number,Last Change Timestamp,Type,Status,List Price,Street #,Street Dir,Street Name,Street Type,Unit #,Building #,City,State,Zip Code,County,Parcel Number,Locale,Complex Name,Incorporated,Total Baths,Total Bedrooms,Bathrooms Total Basement,Bathrooms Total Lower,Bathrooms Total Main,Bathrooms Total Upper,Bedrooms Total Basement,Bedrooms Total Lower,Bedrooms Total Main,Bedrooms Total Upper,SqFt Above,SqFt Finished,SqFt Total,Date Measured,Measurement Source,PSF Total,PSF Finished,PSF Above Grade,Garage Spaces Count,Total Parking Spaces,Total Garage Spaces,Total Carport Spaces,Total Offstreet Spaces,Total Reserved Spaces,Total RV Spaces,Parking Features,Property Information,Construction Details,Interior Features,Smart Home Features,Laundry,Flooring,Appliances,# Fireplaces,Fireplace Types,Fireplace Locations,Heating Type,Fuel Type,Cooling,Other HVAC,Exterior Features,Public Remarks,Broker Remarks,Basement Size,Basement % Finished,Basement Finished,SqFt Basement,Basement Type,Subfloor / Foundation Type,SqFt Lower,SqFt Main,SqFt Upper,SqFt Other Finished,Other Finished Description,Style,Exterior Materials,Construction,Architecture,Roofing Material,Builder Name,Model,Year Built,End Unit,# of Stories in this Unit,Unit Floor Level,Unit Count,Style Characteristics,Elementary School,Middle School,High School,School District,School Of Choice,HOA Y/N,Multiple HOAs,Master HOA,Master HOA Fee,Master HOA Fee Quoted,Master HOA Phone #,Master HOA Website,Master HOA Type,2nd HOA,2nd HOA Fee,2nd HOA Fee Quoted,2nd HOA Phone #,2nd HOA Website,2nd HOA Type,3rd HOA,3rd HOA Fee,3rd HOA Fee Quoted,3rd HOA Phone #,3rd HOA Website,3rd HOA Type,HOA Includes,Restrictions & Covenants,Site Description,Site Type,Site Topography,Front Faces,Views,Water/Mineral Rights,Primary Access,Accessed By,Horse Property,Livestock (Other Animals Allowed),Horse Property Features,Outdoor Arena SqFt (Horse),Paddocks SqFt (Horse),Outbuildings Available,# of Additional Structures,Zoning,Lot Size Acres,Lot Size SqFt,Water Source,Well Type,Well Depth,Permitted Well Uses,Sewer,Financial Terms,Earnest Check To,Minimum Earnest Amount,Title Company,Possession,Exclusions,Submitted Prospect,Buyer Agency Compensation,Transaction Broker Compensation,Variable Commission,Limited Service,Listing Contract Type,Other Listing Contract Type,Taxes,Tax Year,Senior Tax Exemption,Directions,DOM,CDOM,List Date,Original List Price,Listing Agent Name,Listing Agent ID,Listing Agent Direct Work Phone,Listing Agent Email,Listing Office Name,Listing Office ID,Listing Office Phone,Showing Phone,Showing Email,Showing Notes,Status Contractual Search Date,Under Contract Date,Sold Date,Sold Price,Appraised Value,Concession Amount,Concessions,Sold Term,Broker Buyer Paid By,Seller Type,Selling Agent Name,Selling Agent ID,Selling Office Name,Selling Office ID,Co Selling Agent Direct Work Phone,Co Selling Agent Email,Co Selling Agent ID,Co Selling Agent Name,Co Selling Office ID,Co Selling Office Name,Co Selling Office Phone,Virtual Tour URL Unbranded,Latitude,Longitude,Walk Score,HERS Rating Year Certified,Home Energy Score,HERS Score,Energy Star Qualified Home Year Certified ,LEED Year Certified,LEED Level,NAHB/ICC-700 Year Certified,NAHB/ICC-700 Level,Solar PV Year Installed,Solar PV Kilowatts,Solar Thermal Year Installed,Solar Thermal Type,Green Other Certifications,Energy Green Features Addendum Uploaded,Distance To Bus,Distance To Light Rail,Distance To Other Transit,Public Transit Distance Type,HOA Transfer Amount,HOA Transfer Based On,Acres Crop,Acres Cultivate,Acres Irrigated,Acres Leased,Acres Pasture,Irrigation Type,Possible Use,Other Available Utilities,Fence,Survey,Features 
I811926,,Attached Single Family,Active,280000,1333,W,112th,Avenue,A,36,Westminster,CO,80234,Adams,,,,,3,3,,,,,,,,,1425,1425,1425,,County Records,,,,,2,2,,,,,,,,"Double Pane Windows, Open Floor Plan, Vaulted, Window Coverings",,W/D Hookups in Unit,Wood Floors,"Dishwasher, Disposal, Dryer, Refrigerator (Kitchen), Smoke Alarm, Stove/Range/Oven, Washer",,Gas/Gas Logs,,Forced Air,,Air Conditioning-Central,,"Deck, Pool, Private, Tennis Court, Private","Sunny two story end unit has vaulted ceilings, lots of windows, and an attached two car garage.  Enjoy the covered front porch which overlooks private area! Large master with walk in closet and private bath, soaking tub. Washer dryer upstairs. . Quiet, well maintained community has pool and tennis, and the Mike Lansing field and T ball complex is nearby. Guest parking. OPEN HOUSE SAT FEB 25 1-3 PM  Well cared for and low maintenance!","Seller can give possession third week of April.  Happy to include washer, dryer, and TV in living room.  New disposal, sink, and faucet in kitchen.  If writing an offer,  please do not make acceptance before 6pm Monday Feb 27.",None,,,0,,,0,713,712,,,Condominium,Brick,Frame,Contemporary,Composition Shingles,,,1999,FALSE,,1,,,Cotton Creek,Silver Hills,Northglenn,,,TRUE,FALSE,Homestead Management,205,Monthly,303-457-1444,,Professionally Managed,,,,,,,,,,,,,"Community Pool, Grounds Maintenance, Insurance, Sewer, Snow Removal, Tennis Courts, Trash Removal, Water","Cats OK, Dogs OK",,,Flat,,,,,,FALSE,,,,,,,RES,0.08,3289,Public,,,,Community,"Cash, Conventional",ReMax of Boulder,5000,,Specific Date,,,2.8,2.8,,,Exclusive Agency,,,2015,,"From 287 and W 112th, go East on W 112th, turn left on N Navajo, then make first right, then next immediate right by mailboxes and garages. Go short distance to parking, and park.",2,,2/22/2017 0:00,,Eric Jacobson,383868,(303) 441-5619,ericjacobson@boulderco.com,"RE/MAX of Boulder, Inc",BOUL,(303) 449-7000,,,LO: (303)449-7000,2/22/2017 0:00,,,,,0,,,,Individual,,,,,,,,,,,,http://www.listingsmagic.com/143368,39.90021,-105.00278,33,0,,,0,0,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,
4800275,2/16/2017 15:00,Attached Single Family,Active,279999,8667,,Chase,Drive,310,,Arvada,CO,80003,Jefferson,107826,Arbor Green,Arbor Green,FALSE,2,3,0,0,2,0,0,0,3,0,1140,1140,1140,1/17/2017 0:00,County Records,245.61,245.61,245.61,,1,0,1,0,0,0,,Quick Possession,,,,"Washer/Dryer Included, W/D Hookups in Unit","Carpet, Laminate, Vinyl/Linoleum","Dishwasher, Disposal, Dryer, Microwave Oven, Refrigerator (Kitchen), Self-Cleaning Oven, Smoke Alarm, Stove/Range/Oven, Washer",1,"Gas/Gas Logs, Wood",Living Room,Forced Air,Gas,Air Conditioning-Central,,"Fence, Patio","Newly remodeled lovely ranch style townhome in the City of Arvada.  Country Club setting, across from pool and golf course.  Kitchen includes stainless steel appliances the large laundry room is complete with new washer and dryer.  Master Bedroom boasts bay window, large walk-in closets.  New carpet and paint - completely refreshed and move-in ready.  Private fenced patio.  Pet free, smoke free, cable available.  This lovely home will not last!","Please provide Lender pre-qualification letter with Contract to Purchase.  Please remove shoes if wet weather, keys to storage unit on kitchen counter.  Turn off lights, secure unit, feedback is appreciated.  Please call Dana Talarico at 303-944-0353 with questions.",None,,,,,Slab,,1140,,,,Townhouse,Wood Siding,Frame,,Composition Shingles,,,1977,TRUE,1,,,Low Rise (1-3),Little,Moore,Pomona,Jefferson R-1,,TRUE,FALSE,Homestead Managment,235,Monthly,303-457-1444,www.homesteadmgmt.com,Professionally Managed,,,,,,,,,,,,,"Community Pool, Exterior Maintenance w/ Roof, Grounds Maintenance, Snow Removal, Trash Removal",,Adjacent to Greenbelt,,,,,,,,,,,,,,,Residential,,,Public,,,,Public,"Cash, Conventional, FHA, VA",Fidelity National Title Insurance Company,2500,Fidelity National Title Insurance Company,Delivery of Deed verification of wired funds,None other,FALSE,2.80%,2.80%,FALSE,FALSE,Exclusive Right,None,576,2015,FALSE,,29,29,1/25/2017 0:00,302000,Dana Jo Talarico,10745,303-433-3199,DANA@TAIBUILD.COM,THE TALARICO COMPANY LLC,3513,303-433-3199,303-944-0353,dana@taibuild.com,"Please schedule showings daily between 9am-6pm. If wet weather, please remove shoes, leave card, offer feedback. Pre-qualification letter to accompany Contract to Purchase.  Offers will be accepted to 2/9, reviewed with Seller and responded to 2/13. Questions, call Dana Talarico 303-944-0353.",1/25/2017 0:00,,,,,,,,,Corporation/Trust,,,,,,,,,,,,,39.852894,-105.073458,28,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,
4979195,1/23/2017 15:18,Detached Single Family,Active,275000,10040,,Shoshone,Way,,,Denver,CO,80260,Adams,R0043632,Parkside,,TRUE,3,3,0,1,0,2,0,1,0,2,877,1490,1691,,County Records,162.63,184.56,313.57,,2,2,0,0,0,0,Driveway-Concrete,"Income Potential, Tenant Occupied",,"Cable Available, Eating Space / Kitchen, Master Bath, Open Floor Plan, Skylights, Smoke Free, Updated, Vaulted, Window Coverings",,,"Carpet, Tile Floor","Dishwasher, Disposal, Microwave Oven, Refrigerator (Kitchen), Self-Cleaning Oven, Smoke Alarm, Stove/Range/Oven",,,,Forced Air,Gas,Air Conditioning-Central,,"Deck, Fence, Garden Area, Patio, Sprinkler System, Yard","This super sharp 3 bedroom, 3 bath, 2 car, air-conditioned home has all the extras you are looking for. Our pictures don't do this home justice. You must see it. Itâ€™s got a very nice kitchen with all the nice upgrades which include granite counter tops, 36"" tall wall cabinets, beautiful tile flooring, eating space in the kitchen and all black appliances. This home is finished from top to bottom! There are 2 bedrooms and 2 baths (full + Â¾) upstairs with a living room that has vaulted ceilings and skylights. The downstairs is completed with a very large family room, another bedroom and another Â¾ bath plus lots of open storage and laundry room with washer and dryer hookups. THIS HOME IS TENANT OCCUPIED WITH A LEASE THAT EXPIRES 1/31/2018.",THIS HOME IS TENANT OCCUPIED WITH A LEASE THAT EXPIRES 1/31/2018. THIS HOME CURRENTLY RENTS FOR $1495/MO.,None,,,,,"Concrete Wall, Slab",814,,877,,,Bi-Level,Wood Siding,Frame,Traditional,Composition Shingles,,,1988,,,,,,Hillcrest,Silver Hills,Northglenn,Adams 12 5 Star Schl,,TRUE,FALSE,"Skyline At Parkside Homeowners Association, Inc.",18,Monthly,(303) 420-4433,http://sky.msihoa.co/view/contact-us.aspx,Professionally Managed,,,,,,,,,,,,,Grounds Maintenance,,,,Flat,West,,,,Public Road,FALSE,FALSE,,,,FALSE,,PD,0.1,4346,Public,,,,Public,"Cash, Conventional, FHA, VA",Land Title,5000,Land Title,,Tenants personal belongings,FALSE,2.80%,2.80%,TRUE,FALSE,Exclusive Right,,1841,2015,FALSE,From 104th and Federal. East on Federal to Ura lane. South on Ura lane to 102nd ave. East on 102nd ave to 101st ave. South on 101st ave to 101st cir. 101st cir east to Shoshone. Shoshone south to the home.,31,31,1/23/2017 0:00,275000,Joshua Griebat,54462,303-550-7488,realtyprofilesjosh@gmail.com,"Realty Profiles, Inc.",RPI01,303-466-6900,303-573-7469,,Tenant occupied.,1/23/2017 0:00,,,,,,,,,Individual,,,,,,,,,,,,,39.87858,-105.010222,36,,,,,,,,,,,,,,FALSE,,,,,$275 ,Flat Fee,,,,,,,,,,,
2478009,2/21/2017 11:37,Attached Single Family,Active,270000,4910,W,88th,Place,,,Westminster,CO,80031,Adams,R0048091,VISTA GRANDE 4TH FILING BLK:2,,,2,3,0,1,0,1,0,2,0,1,1023,2046,2046,,,131.96,131.96,263.93,,1,1,0,0,0,0,,,,,,,,"Dishwasher, Disposal, Dryer, Microwave Oven, Refrigerator (Kitchen), Smoke Alarm, Washer",1,Gas/Gas Logs,,Forced Air,Gas,Air Conditioning-Central,,,"Great Location near downtown Westminster which is slated to be the next urban hot spot on Colorado's Front Range, scheduled to be completed early 2018.  A recently remodeled kitchen featuring new granite, lighting, appliances, and refinished cabinets are just some of the highlights.  A recent patio extension, newer floors, and a redone hot tub room (with all new parts) really make this home a can't miss.  It's nearly impossible to find anything in this area for under $300k and no HOA, this one will go fast!","Opening for showings 2/23 from 10am-3pm.  The floors are still not finished and we have some very strong offers.  If you have very interested clients, feel free to bring them by.  The new homes being built are scheduled to be completed in the fall, exciting progress as this area used to be an empty lot.  There will be also be a park neighboring the house and the nearest home will be over 50 feet away.  For more info visit: http://www.liveberkeley.com/connections-westminster.html.  Newer water heater, sliding door downstairs, sprinkler system, new toilet and sink in master, new fixtures in bathroom.  Buyer to verify sq footage.",Full,95,TRUE,1023,,,,,,,,Townhouse,Other,Frame,,Composition Shingles,,,1986,TRUE,1,,2,Side-by-Side,Mesa,Shaw Heights,Westminster,Westminster Public Schools,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TH/RH,0.11,4602,,,,,,"Cash, Conventional, FHA, VA",Fidelity National Title,3500,Fidelity National Title,Negotiable,Seller's Personal Property,TRUE,2.80%,2.80%,FALSE,FALSE,Exclusive Right,,1539,2015,FALSE,,2,2,2/21/2017 0:00,270000,Chris Wade,53821,951-966-3233,ForrestWade@hotmail.com,Keller Williams Preferred Realty,KWR80,303-452-3300,303-573-7469,,,2/21/2017 0:00,,,,,,,,,Individual,,,,,,,,,,,,http://tours.virtuance.com/700485?idx=1,39.857882,-105.050292,50,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,
6378567,2/22/2017 9:42,Attached Single Family,Active,270000,1349,W,112th,Avenue,B,,Westminster,CO,80234,Adams,R0120043,Westbury Farm at Apple Valley,,,3,2,0,0,1,2,0,0,0,2,1343,1343,1343,,,201.04,201.04,201.04,,2,2,0,0,0,0,,,,"Cable Available, Double Pane Windows, Master Bath, Master Suite, Smoke Free, Updated, Vaulted, Walk-in Closets, Window Coverings",,W/D Hookups in Unit,"Carpet, Stone, Vinyl/Linoleum, Wood Floors","Dishwasher, Disposal, Dryer, Microwave Oven, Refrigerator (Kitchen), Stove/Range/Oven, Washer",,,,Forced Air,Gas,Air Conditioning-Central,,Covered Patio,"Two story town home with great location in a quiet community. 2 Master suites with private baths and main master suite has huge walk in closet, soaking tub with separate shower - Main level has 16 ft vaulted ceilings - lots of windows and light - very open floor plan - Attached 2 car garage - Baths recently updated with Marble floors - This unit is a MUST SEE!!",Back on Market-Buyer Flaked-No Inspection Done!!,None,,FALSE,,,Crawl Space,,,,,,Townhouse,"Brick, Wood Siding","Brick, Frame",Quadplex (1 unit),Composition Shingles,,,1999,FALSE,2,,4,,Cotton Creek,Silver Hills,Northglenn,Adams 12 5 Star Schl,,TRUE,,Homestead MGMT,205,Monthly,303-457-1444,,Professionally Managed,,,,,,,,,,,,,"Community Pool, Exterior Maintenance w/ Roof, Grounds Maintenance, Snow Removal, Trash Removal, Water",,Adjacent to Greenbelt,,,South,,,,,,,,,,,,,0.08,3289,Public,,,,Public,"Cash, Conventional, FHA, VA",First Integrity Title,5000,First Integrity Title,5 days after closing,Personal Property,FALSE,2.80%,2.80%,FALSE,FALSE,Exclusive Right,,1409,2015,FALSE,112th ave & Federal - East on 112th Ave to Navajo St. North on Navajo - Turn 1st right - turn next right - Building and unit on your right,4,4,2/13/2017 0:00,270000,Herb Zimmerman,790915,720-974-5900,herb@mbpros.net,MB ZIMMERMAN & ASSOC,MBJZA,720-974-5900,303-573-7469,,,2/13/2017 0:00,,,,,,,,,Individual,,,,,,,,,,,,,39.900531,-105.002792,33,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,
7321761,2/21/2017 21:10,Detached Single Family,Active,260000,360,W,80th,Avenue,,,Denver,CO,80221,Adams,R0069638,Sherrelwood Estates,,TRUE,2,5,0,1,0,1,0,2,0,3,962,1800,1887,2/21/2017 0:00,County Records,137.78,144.44,270.27,,4,0,0,4,0,0,,"Quick Move-In, Quick Possession",,"Open Floor Plan, Pet Free",,,,"Refrigerator (Kitchen), Stove/Range/Oven",,,,Forced Air,Gas,Evaporative Cooler (Swamp),,,"This spacious and inviting home can be yours, great size for a big family, 5 bedroom, 2 bathrooms and oversized driveway for 4+ cars. big porch ready for BBQs and entertaining. New roof and paint, stove and refrigerator are included. conveniently located near shopping/entertaining, public transportation and main highway I25! Call us for a showing today!","Agents, buyers, appraisers to verify information here provided. All information here provided is deemed reliable but not guaranteed. Measurement of lower level finished area is an estimate. Bedrooms in basement may be non-conforming.",None,,,,,,925,,962,,,Bi-Level,Stucco,Other,,Composition Shingles,,,1959,,,,,,North Star,The Academy,The Academy,Adams 12 5 Star Schl,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-1-C,0.16,7000,,,,,,"Cash, Conventional, FHA",Heritage title,2600,Heritage title,After dod and funding,None,TRUE,2.80%,2.80%,FALSE,FALSE,Exclusive Right,,1189,2016,FALSE,,2,2,2/21/2017 0:00,260000,Diana Montgomery,28317,720-297-1368,Dmontgomery@Remax.net,RE/MAX Altitude,M3323,303-720-3309,3035737469,,"Please leave a card, set a showing through CSS every time you show it. Please leave all lights off when leaving at night and leave them on during the day, make sure all doors and windows are secured before leaving.  Thanks for showing it.",2/21/2017 0:00,,,,,,,,,Individual,,,,,,,,,,,,,39.841567,-104.991771,43,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,
2865473,2/16/2017 17:24,Attached Single Family,Active,258000,1905,W,101st,Avenue,,,Thornton,CO,80260,Adams,R0043014,Parkside,Parkside,,3,3,0,0,1,2,0,0,0,3,1334,1334,1334,,County Records,193.4,193.4,193.4,,2,2,0,0,0,0,,Quick Possession,,"Eating Space / Kitchen, Master Bath, Remodeled, Smoke Free, Updated, Vaulted, Window Coverings",,W/D Hookups in Unit,"Carpet, Tile Floor, Wood Floors","Dishwasher, Disposal, Microwave Oven, Refrigerator (Kitchen), Stove/Range/Oven",1,Wood,Family Room,Forced Air,Gas,Air Conditioning-Central,,"Covered Patio, Fence","Beautifully remodeled and updated townhome with private entrance and covered patio.  New interior including flooring, lighting, bathrooms updated with new fixtures and cabinets.  Open kitchen has new cabinets, all new appliances.  3 large bedrooms upstairs.  2 baths up as well as a powder room on the main floor, master has it's own private bath.  Window coverings and fresh paint!  Off street parking as well as the attached 2 car garage.  AC unit on the roof, new hot water heater.  Great natural light.  Come for a visit and you won't want to leave!","Shows well, easy access. Air Conditioning Unit is in the roof. New hot water heater.",None,,,,,,,,,,,Townhouse,Wood Siding,Frame,,Composition Shingles,,,1973,FALSE,2,,4,,Hillcrest,Silver Hills,Northglenn,Adams 12 5 Star Schl,,TRUE,,Caron Management,300,Monthly,720-283-3300,http://www.athomenet.com/parksidepatiohomes/,Professionally Managed,,,,,,,,,,,,,"Clubhouse, Community Pool, Exterior Maintenance w/ Roof, Grounds Maintenance, Insurance, Sewer, Snow Removal, Trash Removal, Water",,,,,,,,,,,,,,,,,,0.03,1336,Public,,,,Public,"Cash, Conventional, FHA, VA",Keller Williams Preferred Realty,2500,Stewart Title,Delivery of Deed,Personal items,FALSE,2.80%,2.80%,FALSE,FALSE,Exclusive Right,,1273,2015,FALSE,"From Huron turn West onto 104th, North onto Ura Lane,Turn left onto W 102nd Ave, Turn right onto W 101st Ave.  Unit #1905 which is posted on the fence, will be on the left.  Park on the street and access through this gate, please.",7,7,2/16/2017 0:00,258000,MARY STRANGE,8153,303-668-5205,MaryStrange@kw.com,Keller Williams Preferred Realty,KWR80,303-452-3300,303-573-7469,,,2/16/2017 0:00,,,,,,,,,Individual,,,,,,,,,,,,http://tours.nsndphoto.com/699185?a=1,39.879692,-105.010938,36,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,
7255024,2/22/2017 10:24,Attached Single Family,Active,255000,3435,,Boulder,Circle,102,,Broomfield,CO,80023,Broomfield,R8861281,BROOMFIELD,CONDOMINIUMS AT THE BOULDERS,,2,2,0,0,2,0,0,0,2,0,1088,1088,1088,,County Records,234.38,234.38,234.38,,1,1,0,0,0,0,Oversized Wide,,,"Double Pane Windows, Handicap Accessible, Master Bath, Master Suite, No Stairs, Open Floor Plan, Pet Free, Smoke Free, Walk-in Closets, Window Coverings",,W/D Hookups in Unit,"Carpet, Laminate, Tile Floor, Vinyl/Linoleum","Dishwasher, Disposal, Microwave Oven, Refrigerator (Kitchen), Self-Cleaning Oven, Smoke Alarm, Stove/Range/Oven",1,Gas/Gas Logs,Living Room,Forced Air,Gas,Air Conditioning-Central,Humidifier,"Covered Patio, Playground Area, Pool, Private","Move in ready, well loved ground floor condo offers a convenient and desired location! Welcome Home!! 2 bedrooms and 2 full bathrooms.  Open and spacious floor plan! Cozy fireplace to take off the chill from those cold evenings. Park in your own 1 car over sized garage next to the building. Enjoy the generous size covered patio for evenings outside.   Enjoy multiple golf courses close by!",,None,,,,,,,1088,,,,Condominium,Brick,Concrete,,Composition Shingles,,,2002,,2,,8,Low Rise (1-3),Meridian,Westlake,Legacy,Adams 12 5 Star Schl,,TRUE,,VISTA MANAGEMENT,225,Monthly,303-429-2611,,Professionally Managed,,34,Quarterly,,,Professionally Managed,,45,Quarterly,,,Professionally Managed,"Clubhouse, Community Pool, Exterior Maintenance w/ Roof, Fitness Facility, Grounds Maintenance, Sewer, Snow Removal, Trash Removal, Water",,,,,,,,,,,,,,,,,PUD,,,Public,,,,Public,"Cash, Conventional, FHA",RE/MAX ALLIANCE,3000,,72 HOURS AFTER DOD,WASHER & DRYER,FALSE,2.80%,2.80%,FALSE,FALSE,Exclusive Right,,1739,2015,FALSE,,1,1,2/22/2017 0:00,255000,Michael Leeper,10952,303-460-6723,MICHAELLEEPER@COMCAST.NET,RE/MAX ALLIANCE,RMW01,303-420-8800,303-573-7469,,SHOWINGS START 2-23-17,2/22/2017 0:00,,,,,,,,,Individual,,,,,,,,,,,,http://www.listingsmagic.com/flash/tour_hd.php?property_ID=143377&ref=1&tour_type=vtour,39.944038,-105.032624,12,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,
I811934,,Attached Single Family,Active,255000,3435,,Boulder,Circle,102,,Broomfield,CO,80023,Broomfield,,,,,2,2,,,,,,,,,1088,1088,1088,,County Records,,,,,1,1,,,,,,,,"Eating Space / Kitchen, Walk-in Closets, Window Coverings",,,,"Dishwasher, Disposal, Microwave Oven, Refrigerator (Kitchen), Self-Cleaning Oven, Smoke Alarm, Stove/Range/Oven",,Gas/Gas Logs,,Forced Air,,Air Conditioning-Central,,Patio,"Move in ready, well loved ground floor condo offers a convenient and desired location! Welcome Home!! 2 bedrooms and 2 full bathrooms.  Open and spacious floor plan! Cozy fireplace to take off the chill from those cold evenings. Park in your own 1 car over sized garage next to the building. Enjoy the generous size covered patio for evenings outside.   Enjoy multiple golf courses close by!",3RD HOA PROFESSIONALLY MANAGED $45 PER QUARTER,None,,,0,,,,1088,0,,,Condominium,,Frame,,Composition Shingles,,,2002,FALSE,,1,,,Meridian,Westlake,Legacy,,,TRUE,TRUE,VISTA MANAGEMENT,199,Monthly,303-429-2611,,,,34,,,,,,,,,,,"Clubhouse, Community Pool, Sewer, Snow Removal, Trash Removal, Water",,,,,,,,,,FALSE,,,,,,,RES,0.01,373,Public,,,,Community,"Cash, Conventional, FHA, VA",RE/MAX Alliance,3000,,1-3 Days after Closing,WASHER & DRYER,,2.8,2.8,,,Exclusive Agency,,,2015,,,2,,2/22/2017 0:00,,Michael Leeper,Z28326,(303) 460-6723,mikeleeper@remax.net,RE/MAX Alliance-Wadsworth,WEST02,(303) 420-8800,,,CSS: (303)573-7469,2/22/2017 0:00,,,,,0,,,,Individual,,,,,,,,,,,,,39.94412,-105.03251,12,0,,,0,0,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,
9552833,2/23/2017 7:33,Attached Single Family,Active,245000,11608,,Community Center,Drive,18,,Northglenn,CO,80233,Adams,R0030637,Parkview,,,2,3,0,0,1,1,0,0,0,3,1430,1430,2130,,County Records,115.02,171.33,171.33,,2,0,0,0,2,0,,"Quick Move-In, Quick Possession",,"Cable Available, Eating Space / Kitchen, Pantry, Remodeled, Smoke Free, Updated, Walk-in Closets, Window Coverings",,"Washer/Dryer Included, W/D Hookups in Unit","Carpet, Laminate","Dishwasher, Disposal, Dryer, Refrigerator (Kitchen), Smoke Alarm, Stove/Range/Oven, Washer",1,Wood,Living Room,Forced Air,Gas,Air Conditioning-Central,,"Fence, Patio","Well cared for Townhome with 3 Bedrooms, 2-1/2 Baths, New carpeting, Beautiful wood floors throughout the main floor.  All Appliances stay, including Washer & Dryer. Newer Furnace.  Private Patio area with new Fence.  Easy access to I-25.  Close to EB Rains Memorial Park & Northglenn Rec Center.  Non-conforming 4th bedroom in the basement. 2 Reserved Parking spaces, one right in front and one straight across the parking lot.",CTM user.,Full,,,700,Standard,Slab,,,,,,Townhouse,Wood Siding,Frame,,Composition Shingles,,,1980,TRUE,2,,,Side-by-Side,Stukey,Northglenn,Thornton,Adams 12 5 Star Schl,,TRUE,FALSE,First Parkview Homeowners Association,150,Monthly,(303) 457-1444,http://www.homesteadmgmt.com,Professionally Managed,,,,,,,,,,,,,"Exterior Maintenance w/ Roof, Grounds Maintenance, Snow Removal, Trash Removal",,"Adjacent to Park, Near Public Transit",,,,,,,,,,,,,,,,0.04,1920,Public,,,,Public,"Cash, Conventional, FHA, VA",Stewart Title,2000,Stewart Title,TBD,Sellers personal belongings,FALSE,2.80%,2.80%,FALSE,FALSE,Exclusive Right,,1312,2016,FALSE,"From 120th Ave & I-25 go East to Grant St., go south on Grant past Northglenn Rec Center & EB Rains Park, Take 2nd entrance into First Parkview Townhomes, #18 is straight back.  additional visitor parking near mailboxes.",0,0,2/23/2017 0:00,245000,Lisa Wiman,13555,303-564-6115,lwiman2@msn.com,MB Wiman Realty,M2802,303-564-6115,303-573-7469,,,2/23/2017 0:00,,,,,,,,,Individual,,,,,,,,,,,,,39.907045,-104.986037,50,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,
2384073,2/20/2017 16:58,Detached Single Family,Active,240000,2020,W,91st,Place,,,Federal Heights,CO,80260,Adams,R0050572,Monticello 1971,,,2,3,0,0,2,0,0,0,3,0,1782,1782,1782,,County Records,134.68,134.68,134.68,,1,0,1,0,0,0,,,,"Eating Space / Kitchen, Jet Action Tub, Window Coverings",,,"Carpet, Laminate, Wood Floors","Dishwasher, Disposal, Refrigerator (Kitchen), Stove/Range/Oven",1,Gas/Gas Logs,Living Room,Forced Air,Gas,None,,"Fence, Yard","Wonderful 3 bedroom, 2 bathroom home with lots of square footage (1,782).  Walk into this home and feel immediately welcomed by the beautiful stone fireplace and dark hardwood flooring.  The large master bedroom gives you lots of space to relax and unwind and also boasts an oversized Jacuzzi bathtub.  The eat-in kitchen has lots of cabinet space and all the appliances stay.  Great place for kids and pets with a completely-fenced backyard.  Convenient parking is available under the carport, so you won't have to scrape your car again.   Check it out today!  Open House Sunday 2/19 from 1-3.","CTM User.  Property is a manufactured home. All information deemed reliable, but not guaranteed, buyer's agent to verify.  Submit offers with pre-approval letter.  Please no Sunday deadlines.  There are two keys in the lockbox. Green key is for the bottom lock, silver one is for the top lock.  Open House Sunday 2/19 from 1-3.  Buyer to verify schools.",None,,,,,,,1782,,,,Ranch/1 Story,Vinyl Siding,Manufactured,,Unknown,,,2001,,,,,,Rocky Mountain,Thornton,Northglenn,Adams 12 5 Star Schl,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RES,0.1,4275,Public,,,,Public,"Cash, Conventional, FHA, VA",First American Title,2000,First American Title,,Washer/dryer,TRUE,2.60%,2.60%,FALSE,FALSE,Exclusive Right,,1098,2015,FALSE,,6,6,2/15/2017 0:00,240000,Shannon Wester,55038535,720-254-0215,Shannon@eddyandmunoz.com,BHHS Innovative Real Estate,IRE01,303-289-7009,303-573-7469,,"Please knock, leave a card and feedback.  Go and show Monday thru Friday between 8:30-7:00 p.m. Call for showing approval for times out of those times",2/15/2017 0:00,,,,,,,,,Individual,,,,,,,,,,,,,39.862516,-105.01172,57,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,
